"entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","label","direction"
"8794",58.1941306249441,1.39130484830765,0.6085172936258,2.28638505903041,0.022231741635718,0.199132779596016,"TNFRSF10C","TNFRSF10C","Not significant"
"120892",795.397246189211,-0.520597598181122,0.227705595196906,-2.28627494959419,0.0222381784320424,0.199132779596016,"LRRK2","LRRK2","Not significant"
"2181",2546.73237049079,0.494443487448589,0.216411020122644,2.28474264928088,0.0223279222534237,0.199720294808556,"ACSL3","ACSL3","Not significant"
"1773",100.228628119088,0.854058816268643,0.373833453695684,2.28459707879403,0.0223364643875328,0.199720294808556,"DNASE1","DNASE1","Not significant"
"80298",229.428048970115,-0.63232190893029,0.276825657258918,-2.28418823309746,0.022360470814585,0.199720294808556,"MTERF2","MTERF2","Not significant"
"58500",131.136592575106,0.716084959774075,0.313503377000555,2.28413794653576,0.0223634250681423,0.199720294808556,"ZNF250","ZNF250","Not significant"
"55790",565.790713887698,-0.530784797223416,0.232472226950642,-2.28321810388176,0.0224175242337021,0.200070056385525,"CSGALNACT1","CSGALNACT1","Not significant"
"146223",444.537976157797,-0.645512582256642,0.282782033205338,-2.28272134173359,0.0224467878403329,0.200197849473435,"CMTM4","CMTM4","Not significant"
"7596",230.781752393471,0.58963204702078,0.258404215424067,2.28182054249051,0.0224999374563451,0.200384556820308,"ZNF45","ZNF45","Not significant"
"8676",26.568114900629,-2.29357507356688,1.00532370778568,-2.2814294100541,0.0225230493791401,0.200384556820308,"STX11","STX11","Not significant"
"222658",1926.48730359908,-0.513525517108181,0.225092651783795,-2.28139618525366,0.022525013575273,0.200384556820308,"KCTD20","KCTD20","Not significant"
"170689",1482.18557675741,-0.64790761244223,0.284001450557961,-2.28135318030708,0.0225275561788134,0.200384556820308,"ADAMTS15","ADAMTS15","Not significant"
"285590",3635.20407819257,-0.74881353085481,0.328283143681666,-2.2809990255879,0.0225485045383695,0.200437801457199,"SH3PXD2B","SH3PXD2B","Not significant"
"91369",1105.31319163783,-0.417696205152776,0.183153651289724,-2.28057809501181,0.0225734247295999,0.200469381788304,"ANKRD40","ANKRD40","Not significant"
"79846",165.300257362714,-0.774835878233936,0.339775686053883,-2.28043356260359,0.0225819869452487,0.200469381788304,"CFAP69","CFAP69","Not significant"
"8883",654.726074225417,-0.447577867356653,0.196353344265201,-2.27945120584317,0.0226402573729232,0.200837315821284,"NAE1","NAE1","Not significant"
"152926",445.583711926081,-0.563576383412644,0.247266638643169,-2.27922531929567,0.0226536747420313,0.200837315821284,"PPM1K","PPM1K","Not significant"
"7421",874.596088474316,0.45329138009585,0.198901219671119,2.27897737804404,0.022668410086726,0.200837315821284,"VDR","VDR","Not significant"
"131873",1570.06523100581,1.03468104638059,0.454105366845441,2.27850433384715,0.0226965465839114,0.200953693349687,"COL6A6","COL6A6","Not significant"
"54873",76.7803059011754,1.06088687502788,0.465682265519949,2.27813458569947,0.0227185601957677,0.201015741335868,"PALMD","PALMD","Not significant"
"64175",1347.5221950893,0.406004822571491,0.178251749756336,2.27770455620484,0.0227441860991881,0.201109648174735,"P3H1","P3H1","Not significant"
"100506230",125.690241993641,-0.904692748652213,0.397525713718323,-2.27580938146119,0.0228574210025872,0.201919193201902,NA,"100506230","Not significant"
"92949",1342.4427155163,1.04516477196156,0.459278225425427,2.27566802452573,0.0228658865398093,0.201919193201902,"ADAMTSL1","ADAMTSL1","Not significant"
"79084",456.882346569215,-0.487457342899108,0.214456162227746,-2.27299294100695,0.0230266053310998,0.203204482882354,"WDR77","WDR77","Not significant"
"2487",86.3945660391021,-1.68661459227041,0.742149311451051,-2.27260817499479,0.0230498025610704,0.203275283152139,"FRZB","FRZB","Not significant"
"94240",145.405308531387,-0.70897951357847,0.312177262934751,-2.27107992079056,0.0231421402771769,0.203955336284909,"EPSTI1","EPSTI1","Not significant"
"221061",465.797577484025,0.630250758085232,0.277595730165379,2.2703906782347,0.0231838895727601,0.204188944586913,"FAM171A1","FAM171A1","Not significant"
"81493",594.273628314726,0.603701765248439,0.266253634662773,2.26739351751223,0.0233661971449206,0.205659380389853,"SYNC","SYNC","Not significant"
